,Unnamed: 0,Id,EssaySet,Score1,Score2,EssayText
10159,10160,17107,7.0,0.0,0.0,"احدي السم الت تبرز لي في غالب في روز هي خوف مما يجب ان تفعل لاخ مدي مسوول ملقا علي عاتق مثل هذه فتا صغيرة. وفق فقر ، تعتقد روز في نفس ان ""مصير ولس يكم جزيي في هولاء"" ، في اشار الي يديها. يمثل هذا الب انه تفكر في ما كان تفعل لاخ ذهاب الي الكل كيف لا ينبغ ان يعتمد علي شقيق في التحاق جامعة."
10160,10161,17108,7.0,1.0,1.0,انه تحاول حقا مساعد اسرة.
10161,10162,17109,7.0,0.0,0.0,"كلم واحد يمك ان تصف روز هي ""مشغول"". انه دايم في حال رار بعد مدرس ، وعل ان تقض اربع ساعا في مطعم ، عندم تخرج من مدرس ، يتعين علي عود الي منزل مشاهد اخت والقيام عمل في منزل. علاو علي كل ذلك ، يتعين علي كتاب مقال من ثلاث الاف كلم لمسابق حكومية. اذا فاز بهذ مسابق ، فلن تتم من ذهاب الي سكرامنتو. والد موجود ايض في لوس انجلوس شقيق بول في كلية."
10164,10165,17112,7.0,0.0,0.0,تشعر روز استياء لان تشعر ان ما تفعل لمساعد اسر ليس كافي ولا تحب بقاء كتاب مقال اضاف الي كل شيء اخر يتعين علي تعامل معه.
10165,10166,17113,7.0,0.0,0.0,احدي السم الت يمك ان تصف روز ناء علي محادث مع خال هي انه محبط من مواقف في حيا اسر ، احد تفاصيل من القص الت تدعم اجابت هي ان عمة روزس سال هير اذا كان امر صعب علي اومء راسها.
10167,10168,17115,7.0,0.0,0.0,روز قلق مليء صراع ذاتي. لم اكن اعرف ما اذا كان او لا اخبر خالتها.
10168,10169,17116,7.0,2.0,2.0,"احدي سما روز هي طمانينة. تحاول طمان اخت بان كل شيء يكون علي ما يرام عندم تقول ، ""بعد ذلك يحصل علي ظيف جيد ، انا ، يدفع انا وان الي كلية."" يثب هذا الب وضوح هدف من كون اختا كبير جيد محاول جعل اخت تشعر تحسن."
10170,10171,17118,7.0,1.0,1.0,احدي السم الت تصف روز هي انه تهتم حقا عايلتها. فقر 13 ، طريق الت تصف بها تخرج اخي من مدرس ثانوية.
10173,10174,17121,7.0,0.0,0.0,حلول وقت الذ دخل فيه روز غرف علي اطراف اصابع ، كان انا فعل تشخر خفة. انزلق روز الي سرير شاهد اضواء سيار مار تتحر عبر جدران. لقد اصبح ضوء الذ اضاء مسرح في تخرج بول في مدرس ثانوية.
10174,10175,17122,7.0,1.0,1.0,من هذه القص اعتقد ان افضل سمة لوصف روز هي انه غير انانية. يمك ان تري سبب عدم انان روز عندم تتحدث عن كيف انه حتي لو فاز مسابق مقال ، فلن تتم من حصول علي جايز من سكرامنت لان لن تكون قادر علي اقلاع عن عمل الذ يساعد في اعال اسرتها. يساعد هذا جزء من مقطع في رء ان روز تضع عايل امام نفسها.
10176,10177,17124,7.0,2.0,2.0,اعتقد ان احدي سما روز الت تقطتها من محادثا هي انه تعمل جد. هزت راس نعم علي سوال خالا عن صعوب وضع عليها. انه تعلم ان امر صعب تعلم ان نتيج عمل تكون افضل لها لاخ ، لكن لا تزال تعمل بجد لالحاق شقيق جامعة. هذا يوضح لي انه تاكيد عامل مجتهد لان تفعل ذلك حتي تتم من المض قدم والعمل بجد اكبر وصول الي حيث تريد ان تكون في حياة.
10177,10178,17125,7.0,2.0,2.0,روز عطوفة. تسال روز كيف تشعر انا ، ولن تسال هذا الا اذا كان تهتم ها. سبب اهتمام بها هو ان انا هي اخت روز
10178,10179,17126,7.0,1.0,1.0,روز متعاطف عند اجراء محادث مع اخت انا. ينم تتحدث انا عن كره لتاخر عمل والد كيف كان والد في لوس انجلوس ، تحاول روز ان توضح ان والد يفعل ذلك فقط لمساعد اسرة. اخبر اخت انهم يعمل بجد لدعم اطفال حتي يتمكن من تخرج من مدرس ثانو والالتحاق جامعة.
10179,10180,17127,7.0,0.0,0.0,انه تشعر ثقل. شعر روز حاج ملح لربط حلم كشف حتي يخفف قبض عليها.
10182,10183,17130,7.0,1.0,1.0,روز محترم لان تضع ما تحتاج عايل قبل ما تريد قيام به.
10183,10184,17131,7.0,1.0,1.0,انه تهتم كثير طريق الت تساعد بها اسر تحاول مساعد شقيقها.
10184,10185,17132,7.0,2.0,2.0,هي تعتني. يمك ان تقول هذا لان قلق علي اختها. سال اذا كان علي ما يرام تحاول ان تشرح لها طريق لطيف ان والد كان علي ان يذهب ، لكن ذلك يكون علي ما يرام.
10185,10186,17133,7.0,1.0,1.0,وفق لمحادث روز انا ، بدت روز حريص علي خروج عايل من موقف الذ هم يه. والمحادث الت اجر مع خال تصف روز بان حريص راغب في مساعد اسر بء طريق ممكنة.
10187,10188,17135,7.0,2.0,2.0,متفايل. ظلت روز تومء راسها. ربم تصبح حيا اسهل. ربم لن يحدث ذلك. لكن عرض عمت جعل طريق ما تشعر بان اخف.
10188,10189,17136,7.0,2.0,2.0,هي تعتني. تسال اخت ما خطب عندم تمش في فرك عينيها.
10189,10190,17137,7.0,0.0,0.0,يمك ان تثق روز وعم كولاب في بعض بعض ولا تتجادل بشء ذلك. اصبح موضوع روز اخف فجء بعد حديث مع خال كولاب.
10191,10192,17139,7.0,0.0,0.0,مرتبك ، لا يبدو انه تفهم تمام ما تقول لها اخت تود الي حيث تكون مضللة.
10192,10193,17140,7.0,1.0,1.0,اعتقد انه من مقدر علي اهتمام اخر ، لان روز يجب ان تقدم نفس لمساعد ول.
10193,10194,17141,7.0,0.0,0.0,بعد اجراء محادث مع عمت كولاب ، ادرك روز اخير ان حيا يمك ان تصبح اسهل.
10194,10195,17142,7.0,2.0,2.0,روز تهتم. نحن نعلم هذا لان في فقر 4-6 ، روز قلق للغا بشء رفاه اخت صغرى. تسال ما هو خطء وما اذا كان علي ما يرام.
10195,10196,17143,7.0,0.0,0.0,تتمثل احدي سما ورد في انه لا تمل وقت كاف قيام بكل شيء في منزل ، بل انه تجعل اخت تقوم مقال نياب عنها.
10198,10199,17146,7.0,0.0,0.0,يمك ورد تعامل مع ضغط شكل جيد. علي رغم من انه كان تحت ضغط هايل من جانب نفس ، الا انه لا تزال تتعامل مع موضوع مقال.
10200,10201,17148,7.0,2.0,2.0,"السم الت تصف روز شكل جيد هي انه تضع مشاعر اخر فوق مشاعر ، وه تهتم اكثر بما يشعر به اخر منها. مثال في فقر 19 ""لم تجب روز. اذا قال حقيق ، فان ستوذ عمتها."
10201,10202,17149,7.0,2.0,2.0,ناء علي محادثا روز ، من واضح جدا انه شخص يهتم. انه تفضل ان تعا نفس علي ان توذ اي شخص اخر. تسال عمة روز عما اذا كان تشعر ثقل. لم استطع روز اجاب خوف من ايذاء خال او والدتها.
10203,10204,17151,7.0,2.0,2.0,"لقد كان قلق للغا علي اسر لهذ تقول ""ما ك؟"" هل تشعر خير؟"
10204,10205,17152,7.0,2.0,2.0,"عندم تتحدث روز الي اخت ، تحاول انا ان تنظر الي جانب مشرق من اشياء. تحاول ان تجعل اخت تفكر شكل ايجاب في مواقف في عايلتها. تحاول روز ان تجعل تري ان كل ما يفعل اخر في عايل يساعد علي مدي طويل. تقول روز ""لقد مرت اربع اشهر فقط ، كان علي ان يرحل. لقد دفع وظيف في لوس انجلوس ثلاث اضعاف ما كان يكسب هنا. عندم تبدء انا في حصول علي سلب ، اخبر روز انه يتعين علي دعم شقيق ، بول ، يدعم في مستقبل. روز لدي موقف ايجابي."
10206,10207,17154,7.0,0.0,0.0,انه تمر بوق عصيب مع كل شيء سبب ايس والاسرة.
10207,10208,17155,7.0,2.0,2.0,تظهر محادثا روز مع خال كولاب انه شخص مهتم. عندم تسال عمت عما اذا كان تشعر ثقل سبب مسووليا ، تتردد روز في اجاب لان لا تريد ان تزعج عمتها.
10208,10209,17156,7.0,1.0,1.0,روز عاقد عزم. انه تريد ان تبذل قصاري جهد من اجل عايل ومن اجل نفس ايضا. تحاول مساعد اسر اثناء ذهاب والد عمل وه تبذل قصاري جهد ايض في مدرس حتي تتم من حصول علي شهادتها.
10210,10211,17158,7.0,0.0,0.0,لدي عقل عجيب. لدي احلام حول كل شيء.
10211,10212,17159,7.0,0.0,0.0,روز صادق للغا بشء ضعها. انه تريد ان تكون اقل ضغطا. يمك لخال رء هذا من حديثهم.
10212,10213,17160,7.0,1.0,1.0,"من محادثا مع انا ، استنتج ان روز تشب شخص الام في بعض احيان. تحاول ان تظل ايجاب حتي لا تثبط عزيم اخت صغيرة. في القص ، تنص القص علي ان انا تقول ، ""تبد مثل مام تماما"". هذا يدل علي ان روز لها سما شخص الام في علاقتها. نظر لان روز هي اخت كبري ، فعل ان تنظر الي اخت صغير عندم تختف والدتها."
10213,10214,17161,7.0,2.0,2.0,رعاية. اذا اخبر خال حقيق سوف توذ خالتها.
10215,10216,17163,7.0,1.0,1.0,تعمل روز بجد تشعر وكء علي ان تعمل بجد من اجل اسرتها. من خلال حلم يمك ان استنتج انه تشعر ثقل سبب عمل شاق الذ يتعين علي قيام به لدعم اسرتها. ومع ذلك ، تواصل عمل علي مقال تخرج موضوع لتكتب عنه.
10216,10217,17164,7.0,0.0,0.0,"روز استوعب كل ضغوط هواجسها. تخف مشاعر حقيق عندم تتحدث الي انا. ""لقد جرب ضحك الت بدت مزيف لها حتى"". حتي روز لا تصدق ما تقول ، انه فقط تضع وجه شجاع اثناء تحدث الي انا."
10218,10219,17166,7.0,2.0,2.0,انه شخص لطيف ومه يهتم اخرين. احدي تفاصيل القص الت تدعم اجابت هي عندم سال اخت ما هو خطء وما اذا كان تشعر خير.
10223,10224,17171,7.0,1.0,1.0,"احدي السم الت يمك ان تصف روز ناء علي محادثا مع انا هي انه تشب والد تماما. احد تفاصيل الت تدعم اجابت موجود في فقر 12. ادار انا عين دفع كرس عيد عن طاول قال ، ""تبد مثل مام تماما""."
10224,10225,17172,7.0,0.0,0.0,"قال روز: ""فقط اذا كان لدي كل شيء فعل"". يبدو ان روز منهك ، كما لو انه غاضب من اضطرار نمو قريبا. انه لا تحب حقيق ان علي تحمل كثير من مسوولية. عدم جود باب هو ما يجعل امر اسوء نسب لها. حتي انه اعتقد انه من افضل له ان يكون في لوس انجلوس."
